a_Last1_chunk_bitrate,a_Last1_buffer_size,a_Last8_throughput,a_Last7_throughput,a_Last6_throughput,a_Last5_throughput,a_Last4_throughput,a_Last3_throughput,a_Last2_throughput,a_Last1_throughput,a_Last8_downloadtime,a_Last7_downloadtime,a_Last6_downloadtime,a_Last5_downloadtime,a_Last4_downloadtime,a_Last3_downloadtime,a_Last2_downloadtime,a_Last1_downloadtime,a_chunksize1,a_chunksize2,a_chunksize3,a_chunksize4,a_chunksize5,a_chunksize6,a_Chunks_left,a_br,b_Last1_chunk_bitrate,b_Last1_buffer_size,b_Last8_throughput,b_Last7_throughput,b_Last6_throughput,b_Last5_throughput,b_Last4_throughput,b_Last3_throughput,b_Last2_throughput,b_Last1_throughput,b_Last8_downloadtime,b_Last7_downloadtime,b_Last6_downloadtime,b_Last5_downloadtime,b_Last4_downloadtime,b_Last3_downloadtime,b_Last2_downloadtime,b_Last1_downloadtime,b_chunksize1,b_chunksize2,b_chunksize3,b_chunksize4,b_chunksize5,b_chunksize6,b_Chunks_left,b_br,QoE_2
0.27906976744186046,0.8642186495920949,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,3.941,3.608,3.591,4.805,4.785,2.018,3.575,4.560,0.35,0.37,0.38,0.14,0.38,0.59,0.08333333333333333,750,0.1744186046511628,0.6849917631738658,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,3.608,3.591,4.805,4.785,2.018,3.575,4.560,5.792,0.37,0.38,0.14,0.38,0.59,0.43,0.0625,300,0.0
0.06976744186046512,0.9203352679087929,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,3.591,4.805,4.785,2.018,3.575,4.560,5.792,1.647,0.38,0.14,0.38,0.59,0.43,0.16,0.041666666666666664,1200,0.27906976744186046,0.7783642116828748,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,4.805,4.785,2.018,3.575,4.560,5.792,1.647,5.420,0.14,0.38,0.59,0.43,0.16,0.62,0.020833333333333332,750,1.8325814637483098
0.1744186046511628,0.9524049033381544,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,4.785,2.018,3.575,4.560,5.792,1.647,5.420,2.260,0.38,0.59,0.43,0.16,0.62,0.32,0.0,1200,0.1744186046511628,0.9064996771356444,0.001,0.001,0.001,0.001,0.001,0.002,0.001,0.001,5.792,1.647,5.420,2.260,3.546,2.005,0.869,2.066,0.62,0.32,0.54,0.44,0.15,0.34,0.9166666666666666,1200,0.27906976744186046,0.9495764718989264,0.001,0.001,0.001,0.001,0.002,0.001,0.001,0.001,1.647,5.420,2.260,3.546,2.005,0.869,2.066,3.569,0.32,0.54,0.44,0.15,0.34,0.60,0.8958333333333334,1200,2.772588722239781
0.27906976744186046,0.9971696986165035,0.001,0.001,0.001,0.002,0.001,0.001,0.001,0.001,5.420,2.260,3.546,2.005,0.869,2.066,3.569,3.524,0.54,0.44,0.15,0.34,0.60,0.64,0.875,1200,0.27906976744186046,1.0920218052641655,0.001,0.001,0.002,0.001,0.001,0.001,0.001,0.001,2.260,3.546,2.005,0.869,2.066,3.569,3.524,3.051,0.44,0.15,0.34,0.60,0.64,0.51,0.8541666666666666,1200,2.772588722239781
0.27906976744186046,1.2084623720205936,0.001,0.002,0.001,0.001,0.001,0.001,0.001,0.002,3.546,2.005,0.869,2.066,3.569,3.524,3.051,2.836,0.15,0.34,0.60,0.64,0.51,0.55,0.8333333333333334,1850,0.43023255813953487,0.9396761360007446,0.002,0.001,0.001,0.001,0.001,0.001,0.002,0.001,2.005,0.869,2.066,3.569,3.524,3.051,2.836,6.688,0.34,0.60,0.64,0.51,0.55,1.04,0.8125,1200,2.7725887222397816
0.27906976744186046,1.0659719614448138,0.001,0.001,0.001,0.001,0.001,0.002,0.001,0.002,0.869,2.066,3.569,3.524,3.051,2.836,6.688,2.737,0.60,0.64,0.51,0.55,1.04,0.57,0.7916666666666666,1200,0.27906976744186046,1.210940893959225,0.001,0.001,0.001,0.001,0.002,0.001,0.002,0.002,2.066,3.569,3.524,3.051,2.836,6.688,2.737,2.550,0.64,0.51,0.55,1.04,0.57,0.55,0.7708333333333334,1850,2.7725887222397816
0.43023255813953487,1.1914971850694691,0.001,0.001,0.001,0.002,0.001,0.002,0.002,0.002,3.569,3.524,3.051,2.836,6.688,2.737,2.550,4.194,0.51,0.55,1.04,0.57,0.55,0.92,0.75,1850,0.43023255813953487,1.1737024000354563,0.001,0.001,0.002,0.001,0.002,0.002,0.002,0.002,3.524,3.051,2.836,6.688,2.737,2.550,4.194,4.178,0.55,1.04,0.57,0.55,0.92,0.90,0.7291666666666666,1850,3.638316886832339
0.43023255813953487,1.0965691912444173,0.001,0.002,0.001,0.002,0.002,0.002,0.002,0.002,3.051,2.836,6.688,2.737,2.550,4.194,4.178,4.771,1.04,0.57,0.55,0.92,0.90,0.92,0.7083333333333334,1200,0.27906976744186046,1.1045338741335695,0.002,0.001,0.002,0.002,0.002,0.002,0.002,0.001,2.836,6.688,2.737,2.550,4.194,4.178,4.771,3.920,0.57,0.55,0.92,0.90,0.92,0.67,0.6875,1850,2.7725887222397816
0.43023255813953487,1.0304809398549055,0.001,0.002,0.002,0.002,0.002,0.002,0.001,0.001,6.688,2.737,2.550,4.194,4.178,4.771,3.920,4.741,0.55,0.92,0.90,0.92,0.67,0.80,0.6666666666666666,1200,0.27906976744186046,1.0546347750614398,0.002,0.002,0.002,0.002,0.002,0.001,0.001,0.001,2.737,2.550,4.194,4.178,4.771,3.920,4.741,3.758,0.92,0.90,0.92,0.67,0.80,0.57,0.6458333333333334,1200,2.772588722239781
0.27906976744186046,1.1120016836419035,0.002,0.002,0.002,0.002,0.001,0.001,0.001,0.001,2.550,4.194,4.178,4.771,3.920,4.741,3.758,3.426,0.90,0.92,0.67,0.80,0.57,0.60,0.625,1850,0.43023255813953487,0.9293494380916666,0.002,0.002,0.002,0.001,0.001,0.001,0.001,0.001,4.194,4.178,4.771,3.920,4.741,3.758,3.426,5.827,0.92,0.67,0.80,0.57,0.60,0.86,0.6041666666666666,1200,2.7725887222397816
0.27906976744186046,0.701273944031237,0.002,0.002,0.001,0.001,0.001,0.001,0.001,0.001,4.178,4.771,3.920,4.741,3.758,3.426,5.827,6.281,0.67,0.80,0.57,0.60,0.86,0.62,0.5833333333333334,750,0.1744186046511628,0.5819367346147148,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.001,4.771,3.920,4.741,3.758,3.426,5.827,6.281,5.193,0.80,0.57,0.60,0.86,0.62,0.34,0.5625,300,0.0
0.06976744186046512,0.7558227245607921,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,3.920,4.741,3.758,3.426,5.827,6.281,5.193,2.261,0.57,0.60,0.86,0.62,0.34,0.15,0.5416666666666666,750,0.1744186046511628,0.5594184327896792,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,4.741,3.758,3.426,5.827,6.281,5.193,2.261,5.964,0.60,0.86,0.62,0.34,0.15,0.39,0.5208333333333334,300,0.0
0.06976744186046512,0.8134362561624874,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,3.758,3.426,5.827,6.281,5.193,2.261,5.964,1.460,0.86,0.62,0.34,0.15,0.39,0.16,0.5,750,0.1744186046511628,0.9370570475635184,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,3.426,5.827,6.281,5.193,2.261,5.964,1.460,2.764,0.62,0.34,0.15,0.39,0.16,0.34,0.4791666666666667,1200,1.8325814637483098
0.27906976744186046,0.8602541246632132,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,5.827,6.281,5.193,2.261,5.964,1.460,2.764,4.768,0.34,0.15,0.39,0.16,0.34,0.57,0.4583333333333333,750,0.1744186046511628,0.9036553100783999,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,6.281,5.193,2.261,5.964,1.460,2.764,4.768,3.566,0.15,0.39,0.16,0.34,0.57,0.37,0.4375,1200,1.8325814637483098
0.27906976744186046,0.5044364353568485,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,5.193,2.261,5.964,1.460,2.764,4.768,3.566,7.992,0.39,0.16,0.34,0.57,0.37,0.68,0.4166666666666667,300,0.06976744186046512,0.7874416426515078,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,2.261,5.964,1.460,2.764,4.768,3.566,7.992,1.170,0.16,0.34,0.57,0.37,0.68,0.11,0.3958333333333333,750,0.0
0.1744186046511628,0.7967537962594947,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,5.964,1.460,2.764,4.768,3.566,7.992,1.170,3.907,0.34,0.57,0.37,0.68,0.11,0.39,0.375,750,0.1744186046511628,0.8394685973893361,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,1.460,2.764,4.768,3.566,7.992,1.170,3.907,3.573,0.57,0.37,0.68,0.11,0.39,0.39,0.3541666666666667,750,1.83258146374831
0.1744186046511628,0.9214502624079135,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,2.764,4.768,3.566,7.992,1.170,3.907,3.573,3.180,0.37,0.68,0.11,0.39,0.39,0.35,0.3333333333333333,1200,0.27906976744186046,0.6453138508714533,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,4.768,3.566,7.992,1.170,3.907,3.573,3.180,6.761,0.68,0.11,0.39,0.39,0.35,0.61,0.3125,300,0.0
0.06976744186046512,0.8051204415788904,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.000,3.566,7.992,1.170,3.907,3.573,3.180,6.761,2.402,0.11,0.39,0.39,0.35,0.61,0.14,0.2916666666666667,750,0.1744186046511628,0.4,0.001,0.001,0.001,0.001,0.001,0.001,0.000,0.000,7.992,1.170,3.907,3.573,3.180,6.761,2.402,8.121,0.39,0.39,0.35,0.61,0.14,0.40,0.2708333333333333,300,0.0
0.06976744186046512,0.4120990347809393,0.001,0.001,0.001,0.001,0.001,0.000,0.000,0.000,1.170,3.907,3.573,3.180,6.761,2.402,8.121,3.879,0.39,0.35,0.61,0.14,0.40,0.18,0.25,300,0.06976744186046512,0.4196604933108949,0.001,0.001,0.001,0.001,0.000,0.000,0.000,0.000,3.907,3.573,3.180,6.761,2.402,8.121,3.879,3.924,0.35,0.61,0.14,0.40,0.18,0.16,0.22916666666666666,300,0.0
0.06976744186046512,0.5414006855667903,0.001,0.001,0.001,0.000,0.000,0.000,0.000,0.000,3.573,3.180,6.761,2.402,8.121,3.879,3.924,2.783,0.61,0.14,0.40,0.18,0.16,0.13,0.20833333333333334,300,0.06976744186046512,0.8116321094385757,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.001,3.180,6.761,2.402,8.121,3.879,3.924,2.783,1.298,0.14,0.40,0.18,0.16,0.13,0.12,0.1875,750,0.0
0.1744186046511628,0.9115160344026384,0.001,0.000,0.000,0.000,0.000,0.000,0.001,0.001,6.761,2.402,8.121,3.879,3.924,2.783,1.298,3.001,0.40,0.18,0.16,0.13,0.12,0.37,0.16666666666666666,1200,0.27906976744186046,0.870357998474803,0.000,0.000,0.000,0.000,0.000,0.001,0.001,0.001,2.402,8.121,3.879,3.924,2.783,1.298,3.001,4.412,0.18,0.16,0.13,0.12,0.37,0.57,0.14583333333333334,750,1.8325814637483098
0.1744186046511628,1.02987125357327,0.000,0.000,0.000,0.000,0.001,0.001,0.001,0.001,8.121,3.879,3.924,2.783,1.298,3.001,4.412,2.405,0.16,0.13,0.12,0.37,0.57,0.34,0.125,1200,0.27906976744186046,0.8868268650368558,0.000,0.000,0.000,0.001,0.001,0.001,0.001,0.001,3.879,3.924,2.783,1.298,3.001,4.412,2.405,5.430,0.13,0.12,0.37,0.57,0.34,0.63,0.10416666666666667,750,1.8325814637483098
0.1744186046511628,0.9609363822297567,0.000,0.000,0.001,0.001,0.001,0.001,0.001,0.001,3.924,2.783,1.298,3.001,4.412,2.405,5.430,3.259,0.12,0.37,0.57,0.34,0.63,0.36,0.08333333333333333,1200,0.27906976744186046,0.8278993775470603,0.000,0.001,0.001,0.001,0.001,0.001,0.001,0.001,2.783,1.298,3.001,4.412,2.405,5.430,3.259,5.330,0.37,0.57,0.34,0.63,0.36,0.62,0.0625,750,1.8325814637483098
0.1744186046511628,0.8867510773246698,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,1.298,3.001,4.412,2.405,5.430,3.259,5.330,3.411,0.57,0.34,0.63,0.36,0.62,0.39,0.041666666666666664,750,0.1744186046511628,0.905455069831714,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,3.001,4.412,2.405,5.430,3.259,5.330,3.411,3.813,0.34,0.63,0.36,0.62,0.39,0.38,0.020833333333333332,1200,1.8325814637483098
0.27906976744186046,0.7689864474392569,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,4.412,2.405,5.430,3.259,5.330,3.411,3.813,5.365,0.63,0.36,0.62,0.39,0.38,0.53,0.0,750,0.1744186046511628,0.9640140012146148,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.002,5.330,3.411,3.813,5.365,3.324,2.943,0.814,1.546,0.38,0.53,0.31,0.44,0.15,0.34,0.9166666666666666,1200,0.27906976744186046,1.0423014268319022,0.001,0.001,0.001,0.001,0.001,0.002,0.002,0.002,3.411,3.813,5.365,3.324,2.943,0.814,1.546,3.217,0.53,0.31,0.44,0.15,0.34,0.60,0.8958333333333334,1200,2.772588722239781
0.27906976744186046,1.0997940963238304,0.001,0.001,0.001,0.001,0.002,0.002,0.002,0.002,3.813,5.365,3.324,2.943,0.814,1.546,3.217,3.425,0.31,0.44,0.15,0.34,0.60,0.64,0.875,1200,0.27906976744186046,1.2258802352015794,0.001,0.001,0.001,0.002,0.002,0.002,0.002,0.002,5.365,3.324,2.943,0.814,1.546,3.217,3.425,2.739,0.44,0.15,0.34,0.60,0.64,0.51,0.8541666666666666,1850,2.7725887222397816
0.43023255813953487,1.2077025359899973,0.001,0.001,0.002,0.002,0.002,0.002,0.002,0.002,3.324,2.943,0.814,1.546,3.217,3.425,2.739,4.182,0.15,0.34,0.60,0.64,0.51,0.88,0.8333333333333334,1850,0.43023255813953487,1.1635908537717046,0.001,0.002,0.002,0.002,0.002,0.002,0.002,0.002,2.943,0.814,1.546,3.217,3.425,2.739,4.182,4.441,0.34,0.60,0.64,0.51,0.88,1.04,0.8125,1850,3.638316886832339
0.43023255813953487,1.1980949708042428,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.814,1.546,3.217,3.425,2.739,4.182,4.441,3.655,0.60,0.64,0.51,0.88,1.04,0.83,0.7916666666666666,1850,0.43023255813953487,1.1836489499937743,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,1.546,3.217,3.425,2.739,4.182,4.441,3.655,4.144,0.64,0.51,0.88,1.04,0.83,0.89,0.7708333333333334,1850,3.638316886832339
0.43023255813953487,1.1709531080774163,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,3.217,3.425,2.739,4.182,4.441,3.655,4.144,4.127,0.51,0.88,1.04,0.83,0.89,0.92,0.75,1850,0.43023255813953487,1.114803327119482,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,3.425,2.739,4.182,4.441,3.655,4.144,4.127,4.561,0.88,1.04,0.83,0.89,0.92,0.90,0.7291666666666666,1850,3.638316886832339
0.43023255813953487,0.9536253161519441,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.001,2.739,4.182,4.441,3.655,4.144,4.127,4.561,5.612,1.04,0.83,0.89,0.92,0.90,0.92,0.7083333333333334,1200,0.27906976744186046,0.8669918008932024,0.002,0.002,0.002,0.002,0.002,0.002,0.001,0.001,4.182,4.441,3.655,4.144,4.127,4.561,5.612,4.866,0.83,0.89,0.92,0.90,0.92,0.67,0.6875,750,1.8325814637483098
0.1744186046511628,1.0522530139305888,0.002,0.002,0.002,0.002,0.002,0.001,0.001,0.001,4.441,3.655,4.144,4.127,4.561,5.612,4.866,2.147,0.89,0.92,0.90,0.92,0.67,0.33,0.6666666666666666,1200,0.27906976744186046,1.2225352895866581,0.002,0.002,0.002,0.002,0.001,0.001,0.001,0.002,3.655,4.144,4.127,4.561,5.612,4.866,2.147,2.297,0.92,0.90,0.92,0.67,0.33,0.57,0.6458333333333334,1850,2.7725887222397816
0.43023255813953487,1.2046612958459744,0.002,0.002,0.002,0.001,0.001,0.001,0.002,0.002,4.144,4.127,4.561,5.612,4.866,2.147,2.297,4.179,0.90,0.92,0.67,0.33,0.57,0.94,0.625,1850,0.43023255813953487,1.2293289037666624,0.002,0.002,0.001,0.001,0.001,0.002,0.002,0.002,4.127,4.561,5.612,4.866,2.147,2.297,4.179,3.753,0.92,0.67,0.33,0.57,0.94,0.86,0.6041666666666666,1850,3.638316886832339
0.43023255813953487,1.1983022192624353,0.002,0.001,0.001,0.001,0.002,0.002,0.002,0.002,4.561,5.612,4.866,2.147,2.297,4.179,3.753,4.310,0.67,0.33,0.57,0.94,0.86,0.96,0.5833333333333334,1850,0.43023255813953487,1.1997667624999833,0.001,0.001,0.001,0.002,0.002,0.002,0.002,0.002,5.612,4.866,2.147,2.297,4.179,3.753,4.310,3.985,0.33,0.57,0.94,0.86,0.96,0.90,0.5625,1850,3.638316886832339
0.43023255813953487,1.2165425569479542,0.001,0.001,0.002,0.002,0.002,0.002,0.002,0.002,4.866,2.147,2.297,4.179,3.753,4.310,3.985,3.832,0.57,0.94,0.86,0.96,0.90,0.87,0.5416666666666666,1850,0.43023255813953487,1.1894969299942217,0.001,0.002,0.002,0.002,0.002,0.002,0.002,0.002,2.147,2.297,4.179,3.753,4.310,3.985,3.832,4.270,0.94,0.86,0.96,0.90,0.87,0.93,0.5208333333333334,1850,3.638316886832339
0.43023255813953487,1.136665879149478,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,2.297,4.179,3.753,4.310,3.985,3.832,4.270,4.528,0.86,0.96,0.90,0.87,0.93,0.95,0.5,1850,0.43023255813953487,1.119194791595421,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,4.179,3.753,4.310,3.985,3.832,4.270,4.528,4.175,0.96,0.90,0.87,0.93,0.95,0.85,0.4791666666666667,1850,3.638316886832339
0.43023255813953487,1.0641722850214392,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,3.753,4.310,3.985,3.832,4.270,4.528,4.175,4.550,0.90,0.87,0.93,0.95,0.85,0.88,0.4583333333333333,1200,0.27906976744186046,1.146974484480915,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.001,4.310,3.985,3.832,4.270,4.528,4.175,4.550,3.172,0.87,0.93,0.95,0.85,0.88,0.58,0.4375,1850,2.7725887222397816
0.43023255813953487,0.8381089030626118,0.002,0.002,0.002,0.002,0.002,0.002,0.001,0.001,3.985,3.832,4.270,4.528,4.175,4.550,3.172,7.089,0.93,0.95,0.85,0.88,0.58,1.05,0.4166666666666667,750,0.1744186046511628,0.9529096406829465,0.002,0.002,0.002,0.002,0.002,0.001,0.001,0.001,3.832,4.270,4.528,4.175,4.550,3.172,7.089,2.852,0.95,0.85,0.88,0.58,1.05,0.27,0.3958333333333333,1200,1.8325814637483098
0.27906976744186046,0.9657999913998433,0.002,0.002,0.002,0.002,0.001,0.001,0.001,0.001,4.270,4.528,4.175,4.550,3.172,7.089,2.852,3.871,0.85,0.88,0.58,1.05,0.27,0.61,0.375,1200,0.27906976744186046,0.8830563449510397,0.002,0.002,0.002,0.001,0.001,0.001,0.001,0.001,4.528,4.175,4.550,3.172,7.089,2.852,3.871,4.827,0.88,0.58,1.05,0.27,0.61,0.63,0.3541666666666667,750,1.8325814637483098
0.1744186046511628,0.9581248754217416,0.002,0.002,0.001,0.001,0.001,0.001,0.001,0.001,4.175,4.550,3.172,7.089,2.852,3.871,4.827,3.249,0.58,1.05,0.27,0.61,0.63,0.35,0.3333333333333333,1200,0.27906976744186046,0.6694610133388899,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.001,4.550,3.172,7.089,2.852,3.871,4.827,3.249,6.887,1.05,0.27,0.61,0.63,0.35,0.61,0.3125,300,0.0
0.06976744186046512,0.9043964026743092,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,3.172,7.089,2.852,3.871,4.827,3.249,6.887,1.651,0.27,0.61,0.63,0.35,0.61,0.14,0.2916666666666667,1200,0.27906976744186046,0.72429922641772,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,7.089,2.852,3.871,4.827,3.249,6.887,1.651,5.801,0.61,0.63,0.35,0.61,0.14,0.65,0.2708333333333333,750,1.8325814637483098
0.1744186046511628,0.6803191658780826,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,2.852,3.871,4.827,3.249,6.887,1.651,5.801,4.440,0.63,0.35,0.61,0.14,0.65,0.39,0.25,300,0.06976744186046512,0.7551077229501966,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.000,3.871,4.827,3.249,6.887,1.651,5.801,4.440,3.252,0.35,0.61,0.14,0.65,0.39,0.16,0.22916666666666666,750,0.0
0.1744186046511628,0.7317462525733911,0.001,0.001,0.001,0.001,0.001,0.001,0.000,0.001,4.827,3.249,6.887,1.651,5.801,4.440,3.252,4.234,0.61,0.14,0.65,0.39,0.16,0.31,0.20833333333333334,750,0.1744186046511628,0.4,0.001,0.001,0.001,0.001,0.001,0.000,0.001,0.000,3.249,6.887,1.651,5.801,4.440,3.252,4.234,7.745,0.14,0.65,0.39,0.16,0.31,0.35,0.1875,300,0.0
0.06976744186046512,0.48133844755765276,0.001,0.001,0.001,0.001,0.000,0.001,0.000,0.000,6.887,1.651,5.801,4.440,3.252,4.234,7.745,3.187,0.65,0.39,0.16,0.31,0.35,0.14,0.16666666666666666,300,0.06976744186046512,0.5717733248372897,0.001,0.001,0.001,0.000,0.001,0.000,0.000,0.000,1.651,5.801,4.440,3.252,4.234,7.745,3.187,3.096,0.39,0.16,0.31,0.35,0.14,0.15,0.14583333333333334,300,0.0
0.06976744186046512,0.7339468782036416,0.001,0.001,0.000,0.001,0.000,0.000,0.000,0.000,5.801,4.440,3.252,4.234,7.745,3.187,3.096,2.378,0.16,0.31,0.35,0.14,0.15,0.14,0.125,750,0.1744186046511628,0.4154909895463355,0.001,0.000,0.001,0.000,0.000,0.000,0.000,0.000,4.440,3.252,4.234,7.745,3.187,3.096,2.378,7.185,0.31,0.35,0.14,0.15,0.14,0.38,0.10416666666666667,300,0.0
0.06976744186046512,0.5050551300711995,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,3.252,4.234,7.745,3.187,3.096,2.378,7.185,3.104,0.35,0.14,0.15,0.14,0.38,0.14,0.08333333333333333,300,0.06976744186046512,0.6710074352681811,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.001,4.234,7.745,3.187,3.096,2.378,7.185,3.104,2.340,0.14,0.15,0.14,0.38,0.14,0.17,0.0625,300,0.0
0.06976744186046512,0.8714033426196988,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.001,7.745,3.187,3.096,2.378,7.185,3.104,2.340,1.996,0.15,0.14,0.38,0.14,0.17,0.16,0.041666666666666664,750,0.1744186046511628,0.9908263195576618,0.000,0.000,0.000,0.000,0.000,0.001,0.001,0.001,3.187,3.096,2.378,7.185,3.104,2.340,1.996,2.806,0.14,0.38,0.14,0.17,0.16,0.38,0.020833333333333332,1200,1.8325814637483098
0.27906976744186046,1.0504483688818953,0.000,0.000,0.000,0.000,0.001,0.001,0.001,0.001,3.096,2.378,7.185,3.104,2.340,1.996,2.806,3.404,0.38,0.14,0.17,0.16,0.38,0.53,0.0,1200,0.1744186046511628,0.9663095946224753,0.001,0.001,0.001,0.001,0.001,0.002,0.002,0.002,2.340,1.996,2.806,3.404,7.885,1.644,0.692,1.645,0.38,0.53,0.54,0.44,0.15,0.34,0.9166666666666666,1200,0.27906976744186046,1.08939161731092,0.001,0.001,0.001,0.001,0.002,0.002,0.002,0.002,1.996,2.806,3.404,7.885,1.644,0.692,1.645,2.769,0.53,0.54,0.44,0.15,0.34,0.60,0.8958333333333334,1200,2.772588722239781
0.27906976744186046,1.174100758347747,0.001,0.001,0.001,0.002,0.002,0.002,0.002,0.002,2.806,3.404,7.885,1.644,0.692,1.645,2.769,3.153,0.54,0.44,0.15,0.34,0.60,0.64,0.875,1850,0.43023255813953487,1.091208596811647,0.001,0.001,0.002,0.002,0.002,0.002,0.002,0.001,3.404,7.885,1.644,0.692,1.645,2.769,3.153,4.829,0.44,0.15,0.34,0.60,0.64,0.78,0.8541666666666666,1200,2.7725887222397816
0.27906976744186046,1.2702236274493741,0.001,0.002,0.002,0.002,0.002,0.002,0.001,0.002,7.885,1.644,0.692,1.645,2.769,3.153,4.829,2.210,0.15,0.34,0.60,0.64,0.78,0.55,0.8333333333333334,1850,0.43023255813953487,1.2151970061988047,0.002,0.002,0.002,0.002,0.002,0.001,0.002,0.002,1.644,0.692,1.645,2.769,3.153,4.829,2.210,4.550,0.34,0.60,0.64,0.78,0.55,1.04,0.8125,1850,3.638316886832339
0.43023255813953487,1.273769193871807,0.002,0.002,0.002,0.002,0.001,0.002,0.002,0.002,0.692,1.645,2.769,3.153,4.829,2.210,4.550,3.414,0.60,0.64,0.78,0.55,1.04,0.83,0.7916666666666666,1850,0.43023255813953487,1.2916987398761557,0.002,0.002,0.002,0.001,0.002,0.002,0.002,0.002,1.645,2.769,3.153,4.829,2.210,4.550,3.414,3.821,0.64,0.78,0.55,1.04,0.83,0.89,0.7708333333333334,1850,3.638316886832339
0.43023255813953487,1.1294620355748366,0.002,0.002,0.001,0.002,0.002,0.002,0.002,0.001,2.769,3.153,4.829,2.210,4.550,3.414,3.821,5.622,0.78,0.55,1.04,0.83,0.89,0.92,0.75,1850,0.43023255813953487,0.9437257738809028,0.002,0.001,0.002,0.002,0.002,0.002,0.001,0.001,3.153,4.829,2.210,4.550,3.414,3.821,5.622,5.857,0.55,1.04,0.83,0.89,0.92,0.90,0.7291666666666666,1200,2.7725887222397816
0.27906976744186046,0.9346669432994774,0.001,0.002,0.002,0.002,0.002,0.001,0.001,0.001,4.829,2.210,4.550,3.414,3.821,5.622,5.857,4.091,1.04,0.83,0.89,0.92,0.90,0.61,0.7083333333333334,1200,0.27906976744186046,0.8863154441404488,0.002,0.002,0.002,0.002,0.001,0.001,0.001,0.001,2.210,4.550,3.414,3.821,5.622,5.857,4.091,4.484,0.83,0.89,0.92,0.90,0.61,0.67,0.6875,750,1.8325814637483098
0.1744186046511628,1.0643485783410578,0.002,0.002,0.002,0.001,0.001,0.001,0.001,0.001,4.550,3.414,3.821,5.622,5.857,4.091,4.484,2.220,0.89,0.92,0.90,0.61,0.67,0.33,0.6666666666666666,1200,0.27906976744186046,0.9431164927592528,0.002,0.002,0.001,0.001,0.001,0.001,0.001,0.001,3.414,3.821,5.622,5.857,4.091,4.484,2.220,5.212,0.92,0.90,0.61,0.67,0.33,0.57,0.6458333333333334,1200,2.772588722239781
0.27906976744186046,0.8025052323218256,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.001,3.821,5.622,5.857,4.091,4.484,2.220,5.212,5.406,0.90,0.61,0.67,0.33,0.57,0.60,0.625,750,0.1744186046511628,0.8279128684426139,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,5.622,5.857,4.091,4.484,2.220,5.212,5.406,3.746,0.61,0.67,0.33,0.57,0.60,0.36,0.6041666666666666,750,1.83258146374831
